Date,AAPL,MSFT,GOOGL,AMZN,NVDA,JNJ,JPM,XOM,PG,TSLA
2023-04-11,203.36,298.56,99.79,88.34,252.76,139.02,112.12,82.59,135.02,370.76
2023-04-12,210.39,303.61,101.33,89.66,276.12,140.44,114.01,84.47,136.47,411.86
2023-04-13,210.52,309.21,102.09,88.94,277.1,141.1,114.9,83.45,136.51,408.36
2023-04-14,213.9,316.24,104.09,88.18,283.2,143.39,116.57,86.35,137.41,434.77
2023-04-17,217.09,315.64,105.11,87.35,283.31,143.47,115.16,86.41,135.92,453.33
2023-04-18,215.05,310.68,102.61,85.87,268.31,142.09,115.05,85.64,133.88,437.22
2023-04-19,215.63,317.29,104.38,86.39,279.38,142.84,116.12,88.71,132.38,467.64
2023-04-20,215.4,316.27,103.69,86.48,278.02,142.34,114.51,85.84,131.44,450.3
2023-04-21,216.02,323.06,104.3,84.9,281.78,142.9,115.55,87.17,132.1,465.72
2023-04-24,215.24,328.89,104.6,84.62,292.58,144.3,112.62,86.89,133.1,458.9
2023-04-25,217.83,332.83,106.86,84.43,302.98,144.6,116.47,91.66,135.54,494.77
2023-04-26,225.74,342.8,109.61,86.0,324.41,146.49,116.27,91.09,136.5,526.8
2023-04-27,228.15,345.77,109.92,88.89,326.03,148.94,118.72,94.71,136.8,540.33
2023-04-28,228.48,344.6,110.03,91.38,320.11,148.65,117.82,95.18,136.52,535.23
2023-05-01,228.73,345.97,110.64,91.85,325.39,148.77,120.96,99.99,137.85,561.02
2023-05-02,231.04,344.65,111.22,91.44,327.98,147.46,120.04,96.63,136.67,560.72
2023-05-03,228.16,345.49,109.7,91.14,322.86,148.25,117.16,95.52,135.12,552.57
2023-05-04,229.9,343.18,109.64,90.48,325.87,149.14,114.96,95.75,134.71,563.42
2023-05-05,230.15,349.64,109.7,91.42,328.09,148.76,114.92,96.78,131.33,576.74
2023-05-08,222.96,342.07,107.89,93.25,313.4,147.29,116.5,98.76,130.09,546.73
2023-05-09,220.69,338.75,107.08,91.9,305.44,147.47,113.82,96.98,127.7,534.43
2023-05-10,214.44,335.43,103.8,87.41,293.46,148.53,113.4,92.77,125.27,505.76
2023-05-11,221.95,340.06,105.63,91.43,306.83,150.74,113.95,94.18,128.21,525.99
2023-05-12,225.89,345.39,106.49,92.15,320.51,152.09,114.53,92.14,127.17,525.55
2023-05-15,224.29,342.63,104.42,93.06,310.87,150.63,113.37,93.63,129.03,513.02
2023-05-16,229.85,344.19,107.93,92.12,313.98,150.53,112.13,91.56,127.9,518.98
2023-05-17,234.98,349.36,109.56,88.96,324.06,150.78,109.53,90.12,128.3,545.53
2023-05-18,232.56,344.17,107.8,90.28,322.18,150.78,110.68,87.29,129.44,516.4
2023-05-19,239.0,346.88,109.06,92.57,334.54,150.68,111.72,88.91,131.12,535.28
2023-05-22,240.98,353.66,109.39,91.39,343.31,149.86,108.47,89.85,128.61,544.8
2023-05-23,243.91,357.5,110.29,90.32,351.2,148.66,108.53,89.98,128.94,549.63
2023-05-24,251.68,366.29,113.17,92.35,364.71,149.09,113.4,91.16,129.81,569.09
2023-05-25,247.9,364.28,111.97,92.85,363.94,150.39,112.2,91.91,130.52,554.17
2023-05-26,246.86,358.29,111.48,93.89,364.23,149.79,112.83,93.32,130.2,553.04
2023-05-29,244.32,354.78,109.57,92.14,361.68,149.12,112.12,91.73,129.42,548.68
2023-05-30,244.93,358.17,111.34,91.4,370.48,147.96,115.72,91.4,130.22,545.94
2023-05-31,244.51,363.29,111.18,94.35,378.07,150.55,117.58,93.86,129.27,553.08
2023-06-01,249.12,366.64,112.91,93.08,382.35,151.49,116.16,94.32,129.65,565.62
2023-06-02,248.22,364.14,111.96,94.27,376.82,153.76,117.21,94.04,130.97,563.87
2023-06-05,242.23,354.9,109.08,90.58,369.84,153.24,115.59,91.53,129.99,533.98
2023-06-06,236.11,355.62,109.01,88.45,369.14,153.82,116.89,89.35,127.28,536.16
2023-06-07,229.29,348.47,105.96,86.19,354.94,152.2,115.64,88.37,128.62,496.8
2023-06-08,229.53,350.28,106.03,84.29,362.82,152.29,113.38,87.97,130.49,502.08
2023-06-09,229.66,355.89,105.96,86.42,376.48,152.58,112.66,88.21,128.96,510.61
2023-06-12,226.76,354.07,103.87,86.81,375.91,152.04,112.26,88.43,130.6,491.78
2023-06-13,226.37,351.59,103.47,87.54,369.35,151.55,113.59,90.77,131.17,490.91
2023-06-14,225.71,352.9,103.65,85.04,371.94,150.05,110.66,87.15,130.31,471.38
2023-06-15,218.04,343.91,100.11,83.02,349.52,151.3,110.36,85.54,129.33,456.63
2023-06-16,221.35,342.74,99.99,82.67,348.56,150.09,109.68,86.18,130.61,457.85
2023-06-19,216.08,334.09,97.12,79.83,337.7,147.41,108.29,82.41,130.58,432.09
2023-06-20,221.21,335.65,98.13,80.48,343.63,146.94,107.92,82.11,128.99,451.46
2023-06-21,231.13,346.53,101.03,81.03,369.21,148.01,108.62,83.88,128.22,500.45
2023-06-22,232.1,344.24,99.79,81.25,375.04,147.58,106.59,83.6,130.77,505.35
2023-06-23,234.14,350.46,101.45,80.61,374.68,146.82,105.26,84.41,131.0,505.29
2023-06-26,229.83,352.39,100.3,80.28,373.3,147.62,105.97,83.91,131.99,478.51
2023-06-27,226.39,353.44,100.06,82.91,373.59,150.79,104.78,82.81,132.92,448.7
2023-06-28,225.85,357.02,100.77,82.78,374.97,151.43,106.16,82.54,133.1,455.17
2023-06-29,225.23,356.72,100.96,83.46,379.34,150.46,105.38,81.93,132.15,439.12
2023-06-30,214.54,349.7,96.17,82.79,364.28,150.15,104.44,82.07,130.09,416.26
2023-07-03,211.51,348.78,94.74,81.77,358.93,150.24,106.2,82.01,131.11,411.9
2023-07-04,216.22,352.79,96.93,82.92,353.1,149.21,107.69,83.63,129.5,416.5
2023-07-05,218.0,354.68,98.17,84.27,357.58,149.01,109.95,85.23,128.4,428.76
2023-07-06,214.37,347.64,95.88,83.45,347.44,147.9,108.04,83.63,129.12,390.26
2023-07-07,213.5,352.06,96.59,84.93,342.33,147.44,109.28,86.88,127.37,386.89
2023-07-10,214.93,348.75,96.94,81.82,340.43,144.88,107.45,86.06,127.55,388.86
2023-07-11,218.23,346.59,97.65,81.69,345.36,145.05,108.78,88.25,129.61,404.55
2023-07-12,218.36,348.86,98.06,82.63,337.44,147.66,110.05,86.97,128.35,380.06
2023-07-13,214.92,344.88,97.89,82.65,331.14,146.15,108.58,85.45,126.93,364.43
2023-07-14,214.15,343.05,96.92,82.57,326.86,144.24,107.56,85.06,125.01,354.75
2023-07-17,216.22,341.53,96.26,82.5,329.88,145.97,108.62,86.61,126.25,362.39
2023-07-18,218.49,343.69,97.38,81.81,336.15,145.66,109.2,86.48,126.2,373.54
2023-07-19,217.28,337.31,94.81,81.61,325.56,143.15,107.26,85.64,125.47,362.22
2023-07-20,221.78,346.26,97.11,82.42,340.83,144.34,108.21,86.85,124.43,380.97
2023-07-21,223.52,346.49,97.47,81.34,335.68,144.11,106.95,83.95,122.92,366.07
2023-07-24,226.29,350.01,97.87,81.0,348.48,145.3,105.63,85.21,123.55,388.04
2023-07-25,225.87,353.74,97.29,80.28,358.4,142.99,104.4,84.52,124.19,394.3
2023-07-26,228.51,357.39,98.39,80.37,366.28,144.82,104.16,84.14,124.52,409.76
2023-07-27,229.42,361.87,99.98,81.43,367.39,147.35,107.92,85.74,123.29,407.68
2023-07-28,230.44,360.57,98.67,79.34,362.86,146.82,108.75,85.96,122.96,413.8
2023-07-31,231.59,364.47,99.37,80.87,374.02,147.73,109.39,88.07,122.81,416.08
2023-08-01,226.49,356.54,97.71,79.41,360.14,146.27,107.55,85.44,121.91,393.86
2023-08-02,228.04,359.25,98.24,77.73,369.39,145.87,107.43,87.11,123.09,411.97
2023-08-03,228.17,359.45,98.47,78.31,379.59,148.91,109.1,84.77,122.88,431.55
2023-08-04,230.8,363.77,99.48,77.27,396.33,147.94,110.05,83.13,123.1,450.38
2023-08-07,230.07,361.83,99.07,75.48,383.12,148.01,108.98,83.23,123.62,451.31
2023-08-08,224.63,353.92,97.22,75.21,380.58,146.51,109.76,83.37,121.97,444.53
2023-08-09,225.66,349.26,95.26,73.1,375.54,144.8,106.82,81.08,120.52,435.76
2023-08-10,219.67,347.25,94.89,69.37,362.19,143.34,105.69,80.85,118.58,423.8
2023-08-11,229.93,357.5,100.0,72.16,383.4,143.55,108.16,81.26,118.72,443.73
2023-08-14,231.09,365.21,100.82,72.71,385.32,145.68,106.62,82.71,118.44,445.24
2023-08-15,230.18,359.81,98.92,73.45,378.43,145.14,106.38,82.85,117.89,459.35
2023-08-16,232.91,363.16,99.55,75.05,381.82,144.82,109.18,84.33,117.55,466.63
2023-08-17,236.06,368.7,101.76,74.22,396.44,144.64,110.03,86.02,118.56,491.83
2023-08-18,229.22,361.63,98.61,73.65,386.44,144.04,107.65,87.15,117.58,470.33
2023-08-21,226.49,356.99,96.7,74.05,366.34,142.94,106.5,87.32,118.53,456.69
2023-08-22,221.21,345.17,94.04,72.35,340.36,141.55,105.18,84.78,116.95,421.08
2023-08-23,219.97,345.82,92.99,71.15,337.25,141.42,104.83,87.19,117.31,429.32
2023-08-24,219.22,341.88,91.94,70.18,333.37,138.98,104.26,86.36,117.85,416.22
2023-08-25,216.38,337.75,90.46,70.52,330.36,141.0,103.73,81.85,117.53,400.71
2023-08-28,218.86,341.39,91.09,72.93,333.19,141.68,102.95,82.82,119.37,397.23
2023-08-29,218.55,335.6,90.11,74.34,325.99,141.15,104.17,82.89,120.93,379.85
2023-08-30,220.93,343.54,92.34,72.59,332.78,140.96,106.26,81.57,119.58,374.93
2023-08-31,218.32,336.87,92.12,71.63,325.72,140.06,106.01,80.02,120.0,366.59
2023-09-01,218.77,335.49,91.72,72.39,326.12,140.27,104.9,82.41,119.86,373.47
2023-09-04,218.28,341.52,92.1,71.65,332.7,140.05,105.03,85.75,120.03,386.83
2023-09-05,216.05,345.02,93.44,72.35,338.51,140.52,106.79,85.55,118.72,377.19
2023-09-06,217.53,342.06,93.05,72.6,341.5,139.55,107.91,86.92,118.28,395.47
2023-09-07,216.73,339.69,92.35,72.43,335.85,138.41,106.09,86.57,117.82,391.13
2023-09-08,217.03,340.36,92.94,74.27,345.44,140.47,108.75,90.69,119.19,413.53
2023-09-11,224.65,339.15,94.41,77.59,357.97,143.49,110.87,91.41,120.76,439.18
2023-09-12,230.36,350.39,97.07,78.95,374.72,144.11,113.89,95.68,120.71,470.13
2023-09-13,229.65,352.74,96.87,76.22,380.71,143.33,112.75,95.25,120.83,479.67
2023-09-14,224.2,349.22,93.68,75.74,377.11,141.93,111.32,96.35,120.17,476.9
2023-09-15,215.08,343.61,90.9,73.47,365.27,143.38,111.31,97.77,117.96,476.49
2023-09-18,214.78,340.78,89.08,73.92,366.48,144.87,112.69,97.06,119.93,487.42
2023-09-19,214.07,340.24,88.17,75.44,358.13,146.0,111.91,96.0,117.95,471.5
2023-09-20,210.14,336.43,88.08,75.1,360.01,144.65,109.81,93.54,117.52,482.76
2023-09-21,205.05,333.17,86.01,73.57,343.65,145.3,108.85,94.41,116.85,450.52
2023-09-22,208.6,330.52,85.21,73.11,338.84,146.15,108.05,95.7,116.83,462.54
2023-09-25,210.23,334.56,85.7,72.87,343.52,144.57,107.49,95.28,117.26,461.95
2023-09-26,214.65,339.48,86.85,73.77,357.93,143.09,106.42,94.61,118.17,474.6
2023-09-27,215.11,331.97,84.94,73.52,346.32,142.19,104.33,95.79,116.12,477.17
2023-09-28,217.95,337.22,86.7,75.3,353.4,141.83,102.38,95.77,115.37,488.3
2023-09-29,217.13,333.15,85.22,77.52,349.01,141.32,102.01,99.22,115.4,495.27
2023-10-02,221.19,331.18,85.42,79.82,348.04,141.87,101.35,99.03,115.49,501.97
2023-10-03,222.0,332.39,87.49,82.71,341.9,142.08,106.51,100.76,117.4,490.36
2023-10-04,221.35,334.65,87.53,83.14,352.41,143.41,107.3,103.96,118.8,501.79
2023-10-05,228.21,343.64,89.91,81.83,361.51,145.35,111.16,105.31,117.56,522.49
2023-10-06,222.81,332.99,88.94,83.91,339.36,145.02,109.42,104.89,118.44,496.72
2023-10-09,225.69,335.27,90.76,85.69,347.62,145.32,111.18,106.54,118.44,504.95
2023-10-10,222.45,329.22,89.16,84.5,333.79,143.79,110.3,107.84,117.89,492.5
2023-10-11,219.46,325.71,88.92,85.47,332.38,144.91,111.68,108.99,118.29,488.69
2023-10-12,219.87,326.89,89.6,85.79,344.84,143.76,112.93,109.38,118.76,493.87
2023-10-13,223.42,332.53,91.7,86.94,353.96,144.29,114.93,107.41,119.88,517.86
2023-10-16,225.18,333.44,92.08,88.37,356.12,145.61,115.44,111.06,122.06,525.97
2023-10-17,225.04,333.33,92.02,86.97,349.4,146.63,117.3,113.02,121.83,549.44
2023-10-18,225.1,336.29,91.34,86.33,351.93,146.83,114.67,113.71,122.77,541.01
2023-10-19,221.36,330.25,90.12,84.78,339.76,144.78,116.51,113.4,123.38,529.3
2023-10-20,221.35,330.04,89.55,84.04,334.08,143.34,118.89,114.46,124.68,515.99
2023-10-23,217.33,323.13,87.5,83.18,321.38,141.82,117.45,113.65,124.86,508.13
2023-10-24,216.27,326.02,87.64,80.78,331.1,144.15,119.06,113.49,124.89,522.46
2023-10-25,220.4,330.12,90.27,82.02,338.21,143.83,119.29,115.16,123.79,530.66
2023-10-26,224.99,331.62,92.13,80.5,350.38,141.72,117.67,115.08,124.43,560.33
2023-10-27,220.82,326.77,90.12,78.08,342.31,141.91,115.93,116.0,123.25,573.44
2023-10-30,222.84,324.94,91.81,78.35,348.04,141.64,117.48,117.73,124.62,588.01
2023-10-31,224.77,328.33,92.83,78.49,355.2,144.09,118.36,120.53,124.49,603.33
2023-11-01,236.33,341.16,97.52,81.74,392.31,145.99,122.85,122.01,127.49,655.78
2023-11-02,238.89,338.0,98.19,79.54,387.24,142.8,122.62,120.7,126.39,673.99
2023-11-03,235.81,325.53,96.27,76.99,361.48,140.22,118.11,116.32,123.91,637.8
2023-11-06,231.61,321.92,95.73,77.31,353.01,139.11,118.1,115.05,123.52,594.7
2023-11-07,234.59,324.83,98.54,79.94,364.04,139.7,119.07,118.2,123.86,629.35
2023-11-08,236.16,327.64,99.75,79.12,363.04,138.47,120.75,116.93,122.66,632.59
2023-11-09,235.4,325.85,98.94,75.97,352.9,138.69,118.96,111.69,120.95,616.72
2023-11-10,236.76,326.24,98.74,74.42,355.39,139.11,120.75,109.65,122.56,618.16
2023-11-13,237.0,329.4,98.77,71.72,361.46,139.05,119.56,109.49,123.24,612.22
2023-11-14,237.22,322.49,97.79,71.47,355.13,137.01,117.61,103.02,123.71,580.31
2023-11-15,237.68,318.34,97.64,73.69,350.72,137.83,116.92,103.32,122.54,585.33
2023-11-16,238.4,315.31,96.74,73.87,352.26,139.12,116.72,100.94,123.35,602.08
2023-11-17,232.76,307.64,94.88,73.15,334.53,138.62,117.44,100.25,122.49,582.9
2023-11-20,231.95,310.46,96.65,72.13,330.64,138.98,116.38,97.86,119.55,568.09
2023-11-21,231.97,309.02,97.54,73.95,339.53,139.37,119.43,99.54,120.54,579.35
2023-11-22,224.3,304.27,95.96,70.78,325.14,139.46,118.01,99.55,119.21,557.22
2023-11-23,228.72,305.49,96.59,70.54,324.55,139.34,117.1,100.08,117.72,556.69
2023-11-24,229.04,310.25,97.62,69.86,323.13,138.95,117.24,96.8,115.87,534.19
2023-11-27,228.29,309.51,96.84,70.22,322.47,138.69,117.89,98.01,114.62,537.4
2023-11-28,231.52,315.69,98.74,70.52,334.9,140.13,119.48,99.28,114.87,546.67
2023-11-29,231.05,313.3,97.75,72.06,337.28,138.61,116.97,98.63,114.49,541.78
2023-11-30,226.88,312.58,96.62,70.79,332.08,138.05,112.98,97.29,113.4,515.12
2023-12-01,230.81,318.27,100.29,72.81,340.58,137.9,114.26,97.72,113.6,507.67
2023-12-04,233.22,320.82,101.65,71.97,346.45,139.11,113.75,96.04,114.41,504.03
2023-12-05,232.54,324.93,101.32,73.44,350.39,138.97,114.73,97.56,114.48,495.77
2023-12-06,233.03,319.01,100.78,75.31,335.7,138.31,113.23,95.32,112.35,464.04
2023-12-07,232.32,322.04,99.77,75.21,339.92,140.62,114.38,96.91,113.35,464.14
2023-12-08,230.45,323.94,97.92,73.62,333.12,140.89,112.56,97.27,112.73,443.42
2023-12-11,225.42,319.37,95.51,71.9,327.02,141.15,114.23,96.38,111.97,440.6
2023-12-12,223.65,316.2,94.51,73.53,326.21,142.36,117.17,98.95,111.48,454.99
2023-12-13,227.24,321.64,95.91,74.82,336.51,142.05,116.61,100.83,111.01,461.85
2023-12-14,229.98,324.69,97.4,73.93,344.71,141.15,115.14,99.46,112.28,462.3
2023-12-15,237.91,325.49,98.1,77.04,362.67,140.69,115.51,101.74,113.71,490.36
2023-12-18,238.09,321.1,97.27,77.16,357.69,138.34,115.48,101.69,112.75,502.26
2023-12-19,236.99,319.35,97.28,79.48,359.58,139.76,114.97,102.46,112.62,508.9
2023-12-20,240.01,327.25,97.3,78.78,379.4,138.91,115.49,104.87,113.16,520.93
2023-12-21,239.71,331.75,99.04,79.1,379.98,141.34,118.75,104.79,113.32,524.25
2023-12-22,237.56,331.01,99.32,78.43,383.39,139.29,121.93,105.38,114.23,527.43
2023-12-25,234.76,328.44,96.8,78.45,378.51,139.16,121.88,105.52,114.85,526.14
2023-12-26,232.96,324.25,94.49,78.04,373.46,137.41,122.3,104.01,112.9,531.52
2023-12-27,226.25,321.2,93.11,77.1,359.98,137.85,123.8,102.48,113.0,514.19
2023-12-28,227.39,320.68,94.0,78.17,355.64,137.53,125.81,103.55,114.01,507.73
2023-12-29,224.11,324.58,92.46,76.41,358.17,138.95,126.34,107.36,113.78,512.08
